Number of time steps: 1000
Initial temperature [K]: 1.500000e+02
Time [ps]                     Kinetic Energy [epsilon]      Potential Energy [epsilon]    Total Energy [epsilon]        Temperature [K]               Diffusion constant [sigma*sqrt(epsilon/u)]
5.020000e+00                  4.705093e+02                  -3.103728e+03                 -2.633219e+03                 7.501885e+01                  8.774604e-04                  
5.030000e+00                  4.699870e+02                  -3.103205e+03                 -2.633218e+03                 7.493558e+01                  8.760296e-04                  
5.040000e+00                  4.696043e+02                  -3.102824e+03                 -2.633220e+03                 7.487455e+01                  8.746149e-04                  
5.050000e+00                  4.693305e+02                  -3.102553e+03                 -2.633222e+03                 7.483090e+01                  8.732155e-04                  
5.060000e+00                  4.691293e+02                  -3.102352e+03                 -2.633222e+03                 7.479883e+01                  8.718316e-04                  
5.070000e+00                  4.689854e+02                  -3.102207e+03                 -2.633221e+03                 7.477587e+01                  8.704635e-04                  
5.080000e+00                  4.689012e+02                  -3.102122e+03                 -2.633221e+03                 7.476245e+01                  8.691110e-04                  
5.090000e+00                  4.688773e+02                  -3.102099e+03                 -2.633222e+03                 7.475865e+01                  8.677738e-04                  
5.100000e+00                  4.688920e+02                  -3.102118e+03                 -2.633226e+03                 7.476098e+01                  8.664514e-04                  
5.110000e+00                  4.688945e+02                  -3.102126e+03                 -2.633231e+03                 7.476138e+01                  8.651435e-04                  
5.120000e+00                  4.688203e+02                  -3.102056e+03                 -2.633236e+03                 7.474956e+01                  8.638496e-04                  
5.130000e+00                  4.686227e+02                  -3.101860e+03                 -2.633237e+03                 7.471806e+01                  8.625688e-04                  
5.140000e+00                  4.683062e+02                  -3.101540e+03                 -2.633234e+03                 7.466758e+01                  8.612997e-04                  
5.150000e+00                  4.679404e+02                  -3.101168e+03                 -2.633227e+03                 7.460926e+01                  8.600406e-04                  
5.160000e+00                  4.676353e+02                  -3.100857e+03                 -2.633222e+03                 7.456061e+01                  8.587900e-04                  
5.170000e+00                  4.674805e+02                  -3.100702e+03                 -2.633221e+03                 7.453593e+01                  8.575479e-04                  
5.180000e+00                  4.674850e+02                  -3.100712e+03                 -2.633227e+03                 7.453666e+01                  8.563163e-04                  
5.190000e+00                  4.675624e+02                  -3.100799e+03                 -2.633236e+03                 7.454900e+01                  8.550992e-04                  
5.200000e+00                  4.675752e+02                  -3.100818e+03                 -2.633243e+03                 7.455104e+01                  8.539015e-04                  
5.210000e+00                  4.674110e+02                  -3.100654e+03                 -2.633243e+03                 7.452485e+01                  8.527278e-04                  
5.220000e+00                  4.670420e+02                  -3.100279e+03                 -2.633237e+03                 7.446603e+01                  8.515812e-04                  
5.230000e+00                  4.665399e+02                  -3.099765e+03                 -2.633225e+03                 7.438597e+01                  8.504628e-04                  
5.240000e+00                  4.660410e+02                  -3.099255e+03                 -2.633214e+03                 7.430641e+01                  8.493719e-04                  
5.250000e+00                  4.656881e+02                  -3.098894e+03                 -2.633206e+03                 7.425015e+01                  8.483071e-04                  
5.260000e+00                  4.655810e+02                  -3.098783e+03                 -2.633202e+03                 7.423308e+01                  8.472670e-04                  
5.270000e+00                  4.657535e+02                  -3.098957e+03                 -2.633203e+03                 7.426059e+01                  8.462514e-04                  
5.280000e+00                  4.661740e+02                  -3.099382e+03                 -2.633208e+03                 7.432763e+01                  8.452606e-04                  
5.290000e+00                  4.667563e+02                  -3.099971e+03                 -2.633215e+03                 7.442047e+01                  8.442964e-04                  
5.300000e+00                  4.673743e+02                  -3.100598e+03                 -2.633224e+03                 7.451900e+01                  8.433606e-04                  
5.310000e+00                  4.678847e+02                  -3.101116e+03                 -2.633231e+03                 7.460038e+01                  8.424552e-04                  
5.320000e+00                  4.681615e+02                  -3.101396e+03                 -2.633235e+03                 7.464452e+01                  8.415807e-04                  
5.330000e+00                  4.681312e+02                  -3.101365e+03                 -2.633234e+03                 7.463969e+01                  8.407360e-04                  
5.340000e+00                  4.677908e+02                  -3.101020e+03                 -2.633229e+03                 7.458540e+01                  8.399181e-04                  
5.350000e+00                  4.671997e+02                  -3.100422e+03                 -2.633222e+03                 7.449116e+01                  8.391216e-04                  
5.360000e+00                  4.664509e+02                  -3.099666e+03                 -2.633216e+03                 7.437177e+01                  8.383403e-04                  
5.370000e+00                  4.656359e+02                  -3.098847e+03                 -2.633211e+03                 7.424183e+01                  8.375675e-04                  
5.380000e+00                  4.648196e+02                  -3.098030e+03                 -2.633210e+03                 7.411168e+01                  8.367968e-04                  
5.390000e+00                  4.640323e+02                  -3.097243e+03                 -2.633211e+03                 7.398615e+01                  8.360225e-04                  
5.400000e+00                  4.632786e+02                  -3.096490e+03                 -2.633212e+03                 7.386598e+01                  8.352402e-04                  
5.410000e+00                  4.625570e+02                  -3.095769e+03                 -2.633212e+03                 7.375092e+01                  8.344458e-04                  
5.420000e+00                  4.618802e+02                  -3.095090e+03                 -2.633210e+03                 7.364301e+01                  8.336363e-04                  
5.430000e+00                  4.612888e+02                  -3.094495e+03                 -2.633206e+03                 7.354872e+01                  8.328085e-04                  
5.440000e+00                  4.608508e+02                  -3.094052e+03                 -2.633201e+03                 7.347889e+01                  8.319603e-04                  
5.450000e+00                  4.606467e+02                  -3.093844e+03                 -2.633197e+03                 7.344634e+01                  8.310902e-04                  
5.460000e+00                  4.607441e+02                  -3.093940e+03                 -2.633195e+03                 7.346188e+01                  8.301979e-04                  
5.470000e+00                  4.611759e+02                  -3.094372e+03                 -2.633197e+03                 7.353072e+01                  8.292849e-04                  
5.480000e+00                  4.619315e+02                  -3.095131e+03                 -2.633200e+03                 7.365119e+01                  8.283543e-04                  
5.490000e+00                  4.629670e+02                  -3.096171e+03                 -2.633204e+03                 7.381629e+01                  8.274106e-04                  
5.500000e+00                  4.642240e+02                  -3.097431e+03                 -2.633207e+03                 7.401671e+01                  8.264592e-04                  
5.510000e+00                  4.656434e+02                  -3.098854e+03                 -2.633211e+03                 7.424303e+01                  8.255058e-04                  
5.520000e+00                  4.671656e+02                  -3.100381e+03                 -2.633215e+03                 7.448573e+01                  8.245563e-04                  
5.530000e+00                  4.687209e+02                  -3.101941e+03                 -2.633220e+03                 7.473370e+01                  8.236164e-04                  
5.540000e+00                  4.702264e+02                  -3.103452e+03                 -2.633226e+03                 7.497374e+01                  8.226915e-04                  
5.550000e+00                  4.715988e+02                  -3.104829e+03                 -2.633230e+03                 7.519257e+01                  8.217863e-04                  
5.560000e+00                  4.727776e+02                  -3.106009e+03                 -2.633231e+03                 7.538052e+01                  8.209048e-04                  
5.570000e+00                  4.737370e+02                  -3.106967e+03                 -2.633230e+03                 7.553348e+01                  8.200501e-04                  
5.580000e+00                  4.744720e+02                  -3.107703e+03                 -2.633231e+03                 7.565068e+01                  8.192246e-04                  
5.590000e+00                  4.749676e+02                  -3.108201e+03                 -2.633233e+03                 7.572969e+01                  8.184299e-04                  
5.600000e+00                  4.751808e+02                  -3.108417e+03                 -2.633236e+03                 7.576369e+01                  8.176671e-04                  
5.610000e+00                  4.750556e+02                  -3.108294e+03                 -2.633238e+03                 7.574373e+01                  8.169363e-04                  
5.620000e+00                  4.745582e+02                  -3.107795e+03                 -2.633237e+03                 7.566442e+01                  8.162360e-04                  
5.630000e+00                  4.737057e+02                  -3.106937e+03                 -2.633231e+03                 7.552850e+01                  8.155629e-04                  
5.640000e+00                  4.725711e+02                  -3.105794e+03                 -2.633223e+03                 7.534759e+01                  8.149118e-04                  
5.650000e+00                  4.712672e+02                  -3.104482e+03                 -2.633215e+03                 7.513970e+01                  8.142763e-04                  
5.660000e+00                  4.699232e+02                  -3.103130e+03                 -2.633207e+03                 7.492541e+01                  8.136492e-04                  
5.670000e+00                  4.686645e+02                  -3.101865e+03                 -2.633200e+03                 7.472471e+01                  8.130238e-04                  
5.680000e+00                  4.676020e+02                  -3.100797e+03                 -2.633195e+03                 7.455530e+01                  8.123938e-04                  
5.690000e+00                  4.668295e+02                  -3.100021e+03                 -2.633191e+03                 7.443214e+01                  8.117545e-04                  
5.700000e+00                  4.664247e+02                  -3.099613e+03                 -2.633188e+03                 7.436759e+01                  8.111030e-04                  
5.710000e+00                  4.664480e+02                  -3.099635e+03                 -2.633187e+03                 7.437132e+01                  8.104382e-04                  
5.720000e+00                  4.669359e+02                  -3.100123e+03                 -2.633187e+03                 7.444911e+01                  8.097611e-04                  
5.730000e+00                  4.678880e+02                  -3.101079e+03                 -2.633191e+03                 7.460091e+01                  8.090749e-04                  
5.740000e+00                  4.692539e+02                  -3.102452e+03                 -2.633198e+03                 7.481868e+01                  8.083847e-04                  
5.750000e+00                  4.709258e+02                  -3.104134e+03                 -2.633208e+03                 7.508526e+01                  8.076974e-04                  
5.760000e+00                  4.727435e+02                  -3.105965e+03                 -2.633221e+03                 7.537508e+01                  8.070210e-04                  
5.770000e+00                  4.745111e+02                  -3.107746e+03                 -2.633235e+03                 7.565690e+01                  8.063641e-04                  
5.780000e+00                  4.760215e+02                  -3.109269e+03                 -2.633247e+03                 7.589774e+01                  8.057348e-04                  
5.790000e+00                  4.770847e+02                  -3.110342e+03                 -2.633257e+03                 7.606725e+01                  8.051395e-04                  
5.800000e+00                  4.775534e+02                  -3.110816e+03                 -2.633263e+03                 7.614198e+01                  8.045824e-04                  
5.810000e+00                  4.773439e+02                  -3.110608e+03                 -2.633264e+03                 7.610857e+01                  8.040645e-04                  
5.820000e+00                  4.764467e+02                  -3.109707e+03                 -2.633261e+03                 7.596553e+01                  8.035834e-04                  
5.830000e+00                  4.749257e+02                  -3.108179e+03                 -2.633253e+03                 7.572300e+01                  8.031326e-04                  
5.840000e+00                  4.729049e+02                  -3.106148e+03                 -2.633243e+03                 7.540081e+01                  8.027030e-04                  
5.850000e+00                  4.705527e+02                  -3.103784e+03                 -2.633231e+03                 7.502578e+01                  8.022823e-04                  
5.860000e+00                  4.680643e+02                  -3.101283e+03                 -2.633219e+03                 7.462902e+01                  8.018571e-04                  
5.870000e+00                  4.656434e+02                  -3.098851e+03                 -2.633208e+03                 7.424302e+01                  8.014128e-04                  
5.880000e+00                  4.634822e+02                  -3.096680e+03                 -2.633198e+03                 7.389844e+01                  8.009353e-04                  
5.890000e+00                  4.617428e+02                  -3.094934e+03                 -2.633191e+03                 7.362111e+01                  8.004118e-04                  
5.900000e+00                  4.605436e+02                  -3.093731e+03                 -2.633188e+03                 7.342990e+01                  7.998313e-04                  
5.910000e+00                  4.599511e+02                  -3.093139e+03                 -2.633188e+03                 7.333544e+01                  7.991854e-04                  
5.920000e+00                  4.599764e+02                  -3.093168e+03                 -2.633191e+03                 7.333948e+01                  7.984685e-04                  
5.930000e+00                  4.605718e+02                  -3.093770e+03                 -2.633199e+03                 7.343440e+01                  7.976781e-04                  
5.940000e+00                  4.616310e+02                  -3.094840e+03                 -2.633209e+03                 7.360328e+01                  7.968145e-04                  
5.950000e+00                  4.629986e+02                  -3.096220e+03                 -2.633221e+03                 7.382133e+01                  7.958805e-04                  
5.960000e+00                  4.644892e+02                  -3.097722e+03                 -2.633233e+03                 7.405899e+01                  7.948806e-04                  
5.970000e+00                  4.659151e+02                  -3.099159e+03                 -2.633244e+03                 7.428635e+01                  7.938204e-04                  
5.980000e+00                  4.671142e+02                  -3.100365e+03                 -2.633251e+03                 7.447753e+01                  7.927056e-04                  
5.990000e+00                  4.679684e+02                  -3.101224e+03                 -2.633255e+03                 7.461373e+01                  7.915418e-04                  
6.000000e+00                  4.684110e+02                  -3.101667e+03                 -2.633256e+03                 7.468430e+01                  7.903334e-04                  
6.010000e+00                  4.684237e+02                  -3.101679e+03                 -2.633255e+03                 7.468632e+01                  7.890842e-04                  
6.020000e+00                  4.680328e+02                  -3.101284e+03                 -2.633251e+03                 7.462400e+01                  7.877969e-04                  
6.030000e+00                  4.673089e+02                  -3.100552e+03                 -2.633244e+03                 7.450857e+01                  7.864732e-04                  
6.040000e+00                  4.663661e+02                  -3.099600e+03                 -2.633234e+03                 7.435825e+01                  7.851144e-04                  
6.050000e+00                  4.653569e+02                  -3.098579e+03                 -2.633222e+03                 7.419734e+01                  7.837209e-04                  
6.060000e+00                  4.644548e+02                  -3.097666e+03                 -2.633211e+03                 7.405351e+01                  7.822933e-04                  
6.070000e+00                  4.638265e+02                  -3.097029e+03                 -2.633202e+03                 7.395333e+01                  7.808327e-04                  
6.080000e+00                  4.636015e+02                  -3.096798e+03                 -2.633197e+03                 7.391746e+01                  7.793413e-04                  
6.090000e+00                  4.638514e+02                  -3.097047e+03                 -2.633196e+03                 7.395730e+01                  7.778227e-04                  
6.100000e+00                  4.645868e+02                  -3.097784e+03                 -2.633197e+03                 7.407457e+01                  7.762822e-04                  
6.110000e+00                  4.657713e+02                  -3.098972e+03                 -2.633200e+03                 7.426341e+01                  7.747270e-04                  
6.120000e+00                  4.673391e+02                  -3.100543e+03                 -2.633204e+03                 7.451338e+01                  7.731654e-04                  
6.130000e+00                  4.692063e+02                  -3.102415e+03                 -2.633209e+03                 7.481111e+01                  7.716071e-04                  
6.140000e+00                  4.712713e+02                  -3.104486e+03                 -2.633215e+03                 7.514034e+01                  7.700629e-04                  
6.150000e+00                  4.734113e+02                  -3.106633e+03                 -2.633222e+03                 7.548156e+01                  7.685436e-04                  
6.160000e+00                  4.754870e+02                  -3.108717e+03                 -2.633230e+03                 7.581251e+01                  7.670607e-04                  
6.170000e+00                  4.773549e+02                  -3.110591e+03                 -2.633237e+03                 7.611033e+01                  7.656246e-04                  
6.180000e+00                  4.788853e+02                  -3.112127e+03                 -2.633242e+03                 7.635434e+01                  7.642450e-04                  
6.190000e+00                  4.799753e+02                  -3.113220e+03                 -2.633245e+03                 7.652812e+01                  7.629298e-04                  
6.200000e+00                  4.805542e+02                  -3.113801e+03                 -2.633247e+03                 7.662044e+01                  7.616848e-04                  
6.210000e+00                  4.805816e+02                  -3.113829e+03                 -2.633248e+03                 7.662480e+01                  7.605136e-04                  
6.220000e+00                  4.800389e+02                  -3.113287e+03                 -2.633248e+03                 7.653827e+01                  7.594174e-04                  
6.230000e+00                  4.789203e+02                  -3.112169e+03                 -2.633249e+03                 7.635992e+01                  7.583948e-04                  
6.240000e+00                  4.772280e+02                  -3.110477e+03                 -2.633249e+03                 7.609010e+01                  7.574422e-04                  
6.250000e+00                  4.749787e+02                  -3.108226e+03                 -2.633248e+03                 7.573147e+01                  7.565530e-04                  
6.260000e+00                  4.722209e+02                  -3.105464e+03                 -2.633243e+03                 7.529176e+01                  7.557183e-04                  
6.270000e+00                  4.690536e+02                  -3.102288e+03                 -2.633234e+03                 7.478676e+01                  7.549266e-04                  
6.280000e+00                  4.656316e+02                  -3.098855e+03                 -2.633223e+03                 7.424114e+01                  7.541639e-04                  
6.290000e+00                  4.621501e+02                  -3.095361e+03                 -2.633211e+03                 7.368605e+01                  7.534149e-04                  
6.300000e+00                  4.588159e+02                  -3.092016e+03                 -2.633200e+03                 7.315444e+01                  7.526634e-04                  
6.310000e+00                  4.558206e+02                  -3.089011e+03                 -2.633190e+03                 7.267687e+01                  7.518934e-04                  
6.320000e+00                  4.533274e+02                  -3.086510e+03                 -2.633183e+03                 7.227933e+01                  7.510900e-04                  
6.330000e+00                  4.514695e+02                  -3.084646e+03                 -2.633177e+03                 7.198311e+01                  7.502406e-04                  
6.340000e+00                  4.503522e+02                  -3.083524e+03                 -2.633172e+03                 7.180496e+01                  7.493348e-04                  
6.350000e+00                  4.500493e+02                  -3.083219e+03                 -2.633170e+03                 7.175668e+01                  7.483657e-04                  
6.360000e+00                  4.505922e+02                  -3.083763e+03                 -2.633171e+03                 7.184324e+01                  7.473302e-04                  
6.370000e+00                  4.519553e+02                  -3.085132e+03                 -2.633176e+03                 7.206057e+01                  7.462290e-04                  
6.380000e+00                  4.540471e+02                  -3.087233e+03                 -2.633186e+03                 7.239410e+01                  7.450670e-04                  
6.390000e+00                  4.567150e+02                  -3.089913e+03                 -2.633198e+03                 7.281947e+01                  7.438525e-04                  
6.400000e+00                  4.597649e+02                  -3.092975e+03                 -2.633210e+03                 7.330575e+01                  7.425967e-04                  
6.410000e+00                  4.629894e+02                  -3.096211e+03                 -2.633222e+03                 7.381987e+01                  7.413126e-04                  
6.420000e+00                  4.661949e+02                  -3.099426e+03                 -2.633231e+03                 7.433096e+01                  7.400141e-04                  
6.430000e+00                  4.692228e+02                  -3.102460e+03                 -2.633237e+03                 7.481374e+01                  7.387146e-04                  
6.440000e+00                  4.719632e+02                  -3.105203e+03                 -2.633240e+03                 7.525066e+01                  7.374267e-04                  
6.450000e+00                  4.743572e+02                  -3.107597e+03                 -2.633240e+03                 7.563237e+01                  7.361613e-04                  
6.460000e+00                  4.763894e+02                  -3.109628e+03                 -2.633239e+03                 7.595639e+01                  7.349273e-04                  
6.470000e+00                  4.780701e+02                  -3.111308e+03                 -2.633237e+03                 7.622436e+01                  7.337316e-04                  
6.480000e+00                  4.794129e+02                  -3.112650e+03                 -2.633238e+03                 7.643846e+01                  7.325794e-04                  
6.490000e+00                  4.804149e+02                  -3.113655e+03                 -2.633240e+03                 7.659822e+01                  7.314740e-04                  
6.500000e+00                  4.810461e+02                  -3.114290e+03                 -2.633244e+03                 7.669886e+01                  7.304173e-04                  
6.510000e+00                  4.812530e+02                  -3.114502e+03                 -2.633249e+03                 7.673185e+01                  7.294095e-04                  
6.520000e+00                  4.809758e+02                  -3.114229e+03                 -2.633253e+03                 7.668766e+01                  7.284492e-04                  
6.530000e+00                  4.801737e+02                  -3.113429e+03                 -2.633255e+03                 7.655977e+01                  7.275325e-04                  
6.540000e+00                  4.788514e+02                  -3.112103e+03                 -2.633252e+03                 7.634894e+01                  7.266537e-04                  
6.550000e+00                  4.770781e+02                  -3.110323e+03                 -2.633245e+03                 7.606620e+01                  7.258047e-04                  
6.560000e+00                  4.749915e+02                  -3.108225e+03                 -2.633234e+03                 7.573350e+01                  7.249752e-04                  
6.570000e+00                  4.727842e+02                  -3.106005e+03                 -2.633221e+03                 7.538157e+01                  7.241535e-04                  
6.580000e+00                  4.706751e+02                  -3.103884e+03                 -2.633209e+03                 7.504529e+01                  7.233275e-04                  
6.590000e+00                  4.688719e+02                  -3.102072e+03                 -2.633200e+03                 7.475778e+01                  7.224851e-04                  
6.600000e+00                  4.675379e+02                  -3.100733e+03                 -2.633195e+03                 7.454509e+01                  7.216158e-04                  
6.610000e+00                  4.667720e+02                  -3.099966e+03                 -2.633194e+03                 7.442298e+01                  7.207107e-04                  
6.620000e+00                  4.666085e+02                  -3.099805e+03                 -2.633196e+03                 7.439691e+01                  7.197634e-04                  
6.630000e+00                  4.670298e+02                  -3.100230e+03                 -2.633201e+03                 7.446408e+01                  7.187701e-04                  
6.640000e+00                  4.679822e+02                  -3.101189e+03                 -2.633206e+03                 7.461593e+01                  7.177289e-04                  
6.650000e+00                  4.693850e+02                  -3.102599e+03                 -2.633214e+03                 7.483959e+01                  7.166405e-04                  
6.660000e+00                  4.711313e+02                  -3.104354e+03                 -2.633222e+03                 7.511803e+01                  7.155072e-04                  
6.670000e+00                  4.730933e+02                  -3.106325e+03                 -2.633231e+03                 7.543085e+01                  7.143325e-04                  
6.680000e+00                  4.751437e+02                  -3.108381e+03                 -2.633238e+03                 7.575777e+01                  7.131211e-04                  
6.690000e+00                  4.771949e+02                  -3.110433e+03                 -2.633238e+03                 7.608482e+01                  7.118777e-04                  
6.700000e+00                  4.792379e+02                  -3.112470e+03                 -2.633232e+03                 7.641056e+01                  7.106071e-04                  
6.710000e+00                  4.813507e+02                  -3.114573e+03                 -2.633222e+03                 7.674742e+01                  7.093139e-04                  
6.720000e+00                  4.836550e+02                  -3.116870e+03                 -2.633215e+03                 7.711483e+01                  7.080035e-04                  
6.730000e+00                  4.862327e+02                  -3.119448e+03                 -2.633215e+03                 7.752581e+01                  7.066825e-04                  
6.740000e+00                  4.890491e+02                  -3.122274e+03                 -2.633225e+03                 7.797487e+01                  7.053599e-04                  
6.750000e+00                  4.919365e+02                  -3.125177e+03                 -2.633241e+03                 7.843525e+01                  7.040463e-04                  
6.760000e+00                  4.946446e+02                  -3.127901e+03                 -2.633257e+03                 7.886704e+01                  7.027535e-04                  
6.770000e+00                  4.969166e+02                  -3.130185e+03                 -2.633269e+03                 7.922928e+01                  7.014927e-04                  
6.780000e+00                  4.985464e+02                  -3.131823e+03                 -2.633276e+03                 7.948914e+01                  7.002733e-04                  
6.790000e+00                  4.994025e+02                  -3.132682e+03                 -2.633279e+03                 7.962563e+01                  6.991014e-04                  
6.800000e+00                  4.994281e+02                  -3.132707e+03                 -2.633279e+03                 7.962972e+01                  6.979795e-04                  
6.810000e+00                  4.986355e+02                  -3.131910e+03                 -2.633275e+03                 7.950335e+01                  6.969052e-04                  
6.820000e+00                  4.971011e+02                  -3.130368e+03                 -2.633267e+03                 7.925869e+01                  6.958718e-04                  
6.830000e+00                  4.949644e+02                  -3.128220e+03                 -2.633256e+03                 7.891802e+01                  6.948682e-04                  
6.840000e+00                  4.924284e+02                  -3.125669e+03                 -2.633241e+03                 7.851368e+01                  6.938794e-04                  
6.850000e+00                  4.897528e+02                  -3.122977e+03                 -2.633224e+03                 7.808707e+01                  6.928881e-04                  
6.860000e+00                  4.872276e+02                  -3.120435e+03                 -2.633208e+03                 7.768445e+01                  6.918758e-04                  
6.870000e+00                  4.851130e+02                  -3.118312e+03                 -2.633199e+03                 7.734729e+01                  6.908260e-04                  
6.880000e+00                  4.835574e+02                  -3.116759e+03                 -2.633201e+03                 7.709927e+01                  6.897253e-04                  
6.890000e+00                  4.825432e+02                  -3.115756e+03                 -2.633213e+03                 7.693756e+01                  6.885662e-04                  
6.900000e+00                  4.819079e+02                  -3.115136e+03                 -2.633228e+03                 7.683626e+01                  6.873463e-04                  
6.910000e+00                  4.814371e+02                  -3.114675e+03                 -2.633238e+03                 7.676120e+01                  6.860679e-04                  
6.920000e+00                  4.809688e+02                  -3.114208e+03                 -2.633239e+03                 7.668654e+01                  6.847355e-04                  
6.930000e+00                  4.804490e+02                  -3.113682e+03                 -2.633234e+03                 7.660365e+01                  6.833547e-04                  
6.940000e+00                  4.799241e+02                  -3.113148e+03                 -2.633224e+03                 7.651996e+01                  6.819307e-04                  
6.950000e+00                  4.794923e+02                  -3.112708e+03                 -2.633216e+03                 7.645112e+01                  6.804685e-04                  
6.960000e+00                  4.792465e+02                  -3.112458e+03                 -2.633212e+03                 7.641194e+01                  6.789729e-04                  
6.970000e+00                  4.792334e+02                  -3.112445e+03                 -2.633211e+03                 7.640985e+01                  6.774495e-04                  
6.980000e+00                  4.794400e+02                  -3.112655e+03                 -2.633215e+03                 7.644278e+01                  6.759042e-04                  
6.990000e+00                  4.798091e+02                  -3.113028e+03                 -2.633219e+03                 7.650163e+01                  6.743437e-04                  
7.000000e+00                  4.802777e+02                  -3.113498e+03                 -2.633220e+03                 7.657634e+01                  6.727748e-04                  
7.010000e+00                  4.808205e+02                  -3.114038e+03                 -2.633217e+03                 7.666288e+01                  6.712042e-04                  
7.020000e+00                  4.814776e+02                  -3.114687e+03                 -2.633210e+03                 7.676766e+01                  6.696382e-04                  
7.030000e+00                  4.823466e+02                  -3.115547e+03                 -2.633201e+03                 7.690621e+01                  6.680832e-04                  
7.040000e+00                  4.835354e+02                  -3.116731e+03                 -2.633196e+03                 7.709575e+01                  6.665457e-04                  
7.050000e+00                  4.851006e+02                  -3.118297e+03                 -2.633196e+03                 7.734532e+01                  6.650334e-04                  
7.060000e+00                  4.870092e+02                  -3.120212e+03                 -2.633203e+03                 7.764962e+01                  6.635552e-04                  
7.070000e+00                  4.891423e+02                  -3.122355e+03                 -2.633213e+03                 7.798973e+01                  6.621211e-04                  
7.080000e+00                  4.913317e+02                  -3.124555e+03                 -2.633223e+03                 7.833882e+01                  6.607417e-04                  
7.090000e+00                  4.934012e+02                  -3.126633e+03                 -2.633232e+03                 7.866878e+01                  6.594270e-04                  
7.100000e+00                  4.951950e+02                  -3.128433e+03                 -2.633239e+03                 7.895478e+01                  6.581862e-04                  
7.110000e+00                  4.965919e+02                  -3.129835e+03                 -2.633243e+03                 7.917750e+01                  6.570266e-04                  
7.120000e+00                  4.975097e+02                  -3.130755e+03                 -2.633245e+03                 7.932384e+01                  6.559536e-04                  
7.130000e+00                  4.979030e+02                  -3.131149e+03                 -2.633246e+03                 7.938655e+01                  6.549701e-04                  
7.140000e+00                  4.977555e+02                  -3.131001e+03                 -2.633245e+03                 7.936303e+01                  6.540772e-04                  
7.150000e+00                  4.970720e+02                  -3.130316e+03                 -2.633244e+03                 7.925405e+01                  6.532735e-04                  
7.160000e+00                  4.958764e+02                  -3.129119e+03                 -2.633242e+03                 7.906344e+01                  6.525558e-04                  
7.170000e+00                  4.942204e+02                  -3.127458e+03                 -2.633237e+03                 7.879939e+01                  6.519188e-04                  
7.180000e+00                  4.921919e+02                  -3.125422e+03                 -2.633230e+03                 7.847596e+01                  6.513559e-04                  
7.190000e+00                  4.899091e+02                  -3.123132e+03                 -2.633223e+03                 7.811199e+01                  6.508589e-04                  
7.200000e+00                  4.874902e+02                  -3.120709e+03                 -2.633219e+03                 7.772632e+01                  6.504189e-04                  
7.210000e+00                  4.850180e+02                  -3.118235e+03                 -2.633217e+03                 7.733215e+01                  6.500265e-04                  
7.220000e+00                  4.825290e+02                  -3.115747e+03                 -2.633218e+03                 7.693530e+01                  6.496723e-04                  
7.230000e+00                  4.800360e+02                  -3.113253e+03                 -2.633217e+03                 7.653781e+01                  6.493467e-04                  
7.240000e+00                  4.775636e+02                  -3.110777e+03                 -2.633214e+03                 7.614360e+01                  6.490402e-04                  
7.250000e+00                  4.751686e+02                  -3.108377e+03                 -2.633208e+03                 7.576174e+01                  6.487427e-04                  
7.260000e+00                  4.729371e+02                  -3.106139e+03                 -2.633202e+03                 7.540594e+01                  6.484442e-04                  
7.270000e+00                  4.709678e+02                  -3.104164e+03                 -2.633196e+03                 7.509196e+01                  6.481350e-04                  
7.280000e+00                  4.693548e+02                  -3.102547e+03                 -2.633192e+03                 7.483478e+01                  6.478066e-04                  
7.290000e+00                  4.681731e+02                  -3.101362e+03                 -2.633189e+03                 7.464637e+01                  6.474515e-04                  
7.300000e+00                  4.674678e+02                  -3.100657e+03                 -2.633189e+03                 7.453391e+01                  6.470644e-04                  
7.310000e+00                  4.672449e+02                  -3.100437e+03                 -2.633192e+03                 7.449837e+01                  6.466422e-04                  
7.320000e+00                  4.674659e+02                  -3.100664e+03                 -2.633198e+03                 7.453360e+01                  6.461843e-04                  
7.330000e+00                  4.680513e+02                  -3.101257e+03                 -2.633206e+03                 7.462695e+01                  6.456923e-04                  
7.340000e+00                  4.688966e+02                  -3.102110e+03                 -2.633213e+03                 7.476172e+01                  6.451702e-04                  
7.350000e+00                  4.698953e+02                  -3.103115e+03                 -2.633220e+03                 7.492096e+01                  6.446233e-04                  
7.360000e+00                  4.709599e+02                  -3.104184e+03                 -2.633224e+03                 7.509070e+01                  6.440584e-04                  
7.370000e+00                  4.720264e+02                  -3.105255e+03                 -2.633228e+03                 7.526074e+01                  6.434830e-04                  
7.380000e+00                  4.730410e+02                  -3.106274e+03                 -2.633233e+03                 7.542251e+01                  6.429051e-04                  
7.390000e+00                  4.739386e+02                  -3.107178e+03                 -2.633239e+03                 7.556563e+01                  6.423331e-04                  
7.400000e+00                  4.746352e+02                  -3.107881e+03                 -2.633246e+03                 7.567670e+01                  6.417752e-04                  
7.410000e+00                  4.750475e+02                  -3.108298e+03                 -2.633250e+03                 7.574243e+01                  6.412384e-04                  
7.420000e+00                  4.751288e+02                  -3.108378e+03                 -2.633249e+03                 7.575539e+01                  6.407285e-04                  
7.430000e+00                  4.749000e+02                  -3.108143e+03                 -2.633243e+03                 7.571891e+01                  6.402485e-04                  
7.440000e+00                  4.744581e+02                  -3.107691e+03                 -2.633233e+03                 7.564846e+01                  6.397992e-04                  
